qid,map
277,0.500000
278,0.009524
279,0.142857
28,0.333333
280,1.000000
281,1.000000
282,1.000000
283,1.000000
284,1.000000
285,0.333333
286,1.000000
287,1.000000
288,0.166667
289,0.500000
29,1.000000
290,1.000000
291,0.200000
292,0.000000
293,1.000000
294,0.025000
295,0.200000
296,1.000000
297,0.000000
298,0.333333
299,0.142857
3,0.010187
30,0.003333
300,0.333333
301,0.500000
302,0.003040
303,0.020408
304,1.000000
305,1.000000
306,0.032258
307,0.003584
308,0.000000
309,0.500000
31,1.000000
310,0.142857
311,0.011875
312,0.142857
313,1.000000
314,0.700000
315,0.041667
316,1.000000
317,0.500000
318,0.500000
319,0.142857
32,1.000000
320,0.166667
321,0.047619
322,1.000000
323,1.000000
324,0.000000
325,0.142857
326,0.004739
327,0.200000
328,0.140909
329,0.500000
33,1.000000
330,1.000000
331,0.000000
332,0.012821
333,0.333333
334,0.500000
335,0.065000
336,0.111111
337,0.019608
338,0.200000
339,1.000000
34,1.000000
340,0.000000
341,0.500000
342,0.250000
343,0.000000
344,0.045455
345,1.000000
346,0.031250
347,0.008929
348,0.062500
349,1.000000
35,0.002500
350,0.007752
351,1.000000
352,0.029412
353,0.000000
354,0.500000
355,0.500000
356,0.040000
357,1.000000
358,1.000000
359,0.500000
36,1.000000
360,0.032258
361,1.000000
362,0.000000
363,0.250000
364,0.125000
365,1.000000
366,0.021739
367,1.000000
368,1.000000
369,0.000000
37,0.111111
370,1.000000
371,0.023810
372,0.034483
373,1.000000
374,1.000000
375,0.333333
376,1.000000
377,0.250000
378,0.000000
379,0.250000
38,0.066667
380,0.012195
381,0.500000
382,0.003436
383,1.000000
384,0.017241
385,1.000000
386,1.000000
387,1.000000
388,0.500000
389,0.500000
39,0.008475
390,0.005747
391,0.500000
392,0.035714
393,0.071429
394,0.083333
395,0.000000
396,1.000000
397,0.000000
398,1.000000
399,0.500000
4,0.005208
40,1.000000
400,1.000000
401,0.333333
402,1.000000
403,0.001866
404,0.029412
405,0.333333
406,0.090909
407,1.000000
408,0.004608
409,0.002075
41,0.032258
410,0.200000
411,0.000000
412,0.500000
413,0.058824
414,0.250000
415,1.000000
416,1.000000
417,0.500000
418,1.000000
419,1.000000
42,0.416667
420,0.200000
421,0.035714
422,0.333333
423,0.125000
424,1.000000
425,1.000000
426,0.012658
427,0.200000
428,1.000000
429,0.043478
43,0.004167
430,1.000000
431,0.001880
432,0.003472
433,0.011905
434,1.000000
435,1.000000
436,0.050000
437,0.050000
438,0.200000
439,0.500000
44,0.013889
440,0.500000
441,1.000000
442,1.000000
443,1.000000
444,0.250000
445,0.200000
446,0.058824
447,0.090909
448,1.000000
449,1.000000
45,0.500000
450,0.058824
451,0.000000
452,1.000000
453,0.031250
454,0.066667
455,1.000000
456,0.142857
457,0.029412
458,0.142857
459,1.000000
46,0.500000
460,0.333333
461,0.250000
462,0.125000
463,1.000000
464,1.000000
465,1.000000
466,0.333333
467,0.002342
468,0.012195
469,0.333333
47,0.125000
470,0.333333
471,0.125000
472,0.200000
473,0.000000
474,1.000000
475,0.008000
476,1.000000
477,0.333333
478,1.000000
479,0.076923
48,1.000000
480,0.006250
481,1.000000
482,0.021739
483,1.000000
484,0.002941
485,0.250000
486,1.000000
487,0.047619
488,0.166667
489,1.000000
49,0.000000
490,1.000000
491,1.000000
492,1.000000
493,0.166667
494,0.333333
495,0.500000
496,0.333333
497,1.000000
498,0.333333
499,1.000000
5,0.090909
50,0.071429
500,1.000000
501,1.000000
502,0.111111
503,1.000000
504,0.011364
505,1.000000
506,0.015385
507,0.250000
508,1.000000
509,0.500000
51,0.014706
510,0.052632
511,0.037037
512,1.000000
513,1.000000
514,0.111111
515,0.142857
516,1.000000
517,0.333333
518,1.000000
519,0.003058
52,1.000000
520,0.050000
521,0.007812
522,0.111111
523,0.200000
524,1.000000
525,1.000000
526,1.000000
527,0.000000
528,0.142857
529,0.500000
53,0.026334
530,0.250000
531,0.250000
532,1.000000
533,0.500000
534,0.333333
535,1.000000
536,0.500000
537,1.000000
538,0.003636
539,1.000000
54,0.500000
540,0.041667
541,1.000000
542,1.000000
543,1.000000
544,0.011236
545,1.000000
546,1.000000
547,1.000000
548,1.000000
549,0.014493
55,0.006173
550,0.002028
551,1.000000
552,1.000000
553,0.111111
554,0.166667
555,0.166667
556,0.012821
557,0.037037
558,0.500000
559,1.000000
56,0.031340
560,0.071429
561,1.000000
562,1.000000
563,0.142857
564,0.100000
565,0.100000
566,0.003623
567,1.000000
568,1.000000
569,0.500000
57,1.000000
570,1.000000
571,1.000000
572,0.500000
573,1.000000
574,0.500000
575,0.040000
576,0.250000
577,1.000000
578,0.014286
579,0.027027
58,0.000000
580,1.000000
581,0.125000
582,1.000000
583,0.111111
584,1.000000
585,1.000000
586,0.090909
587,1.000000
588,1.000000
589,1.000000
59,0.000000
590,0.100000
591,0.111111
592,0.125000
593,1.000000
594,0.500000
595,0.028571
596,1.000000
6,0.250000
60,0.014706
61,0.000000
62,0.001992
63,0.009030
64,0.250000
65,0.523810
66,0.005102
67,0.002358
68,0.333333
69,0.009901
7,1.000000
70,0.001550
71,0.007353
72,0.058824
73,0.166667
74,0.500000
75,0.000000
76,0.250000
