qid,map
411,0.000000
412,0.100000
413,1.000000
414,0.000000
415,0.000000
416,0.000000
417,0.028571
418,0.030303
419,0.200000
42,0.540000
420,0.125000
421,0.000000
422,0.111111
423,0.090909
424,0.000000
425,1.000000
426,0.000000
427,0.000000
428,0.500000
429,0.000000
43,0.023810
430,1.000000
431,0.000000
432,0.111111
433,0.000000
434,0.000000
435,1.000000
436,0.200000
437,0.035714
438,0.025000
439,0.000000
44,0.142857
440,0.333333
441,1.000000
442,1.000000
443,1.000000
444,0.034483
445,0.000000
446,0.027027
447,0.090909
448,1.000000
449,0.038462
45,0.043478
450,0.031250
451,0.000000
452,0.333333
453,0.166667
454,0.024390
455,0.033333
456,0.250000
457,1.000000
458,0.000000
459,1.000000
46,1.000000
460,0.000000
461,0.020000
462,0.066667
463,0.000000
464,1.000000
465,0.200000
466,0.500000
467,0.000000
468,0.500000
469,1.000000
47,0.076923
470,0.166667
471,0.000000
472,0.058824
473,0.000000
474,1.000000
475,0.000000
476,1.000000
477,1.000000
478,0.031250
479,0.055556
48,0.090909
480,0.000000
481,0.020000
482,0.000000
483,1.000000
484,0.000000
485,0.031250
486,1.000000
487,0.000000
488,0.062500
489,0.500000
49,0.000000
490,0.142857
491,0.071429
492,0.033333
493,0.500000
494,0.028571
495,0.000000
496,0.076923
497,0.200000
498,0.025000
499,0.333333
5,1.000000
50,0.000000
500,1.000000
501,0.000000
502,0.000000
503,1.000000
504,0.000000
505,0.034483
506,0.000000
507,0.000000
508,1.000000
509,0.033333
51,0.066667
510,0.000000
511,0.500000
512,0.111111
513,0.333333
514,0.500000
515,0.029412
516,0.125000
517,0.045455
518,1.000000
519,0.000000
52,0.166667
520,0.038462
521,0.000000
522,0.000000
523,0.500000
524,1.000000
525,1.000000
526,0.333333
527,0.000000
528,0.047619
529,1.000000
53,0.125000
530,1.000000
531,0.333333
532,0.000000
533,0.250000
534,0.100000
535,0.333333
536,0.100000
537,0.333333
538,0.000000
539,0.045455
54,0.333333
540,0.000000
541,1.000000
542,0.500000
543,0.000000
544,0.028571
545,1.000000
546,0.041667
547,0.500000
548,1.000000
549,0.500000
55,0.000000
550,0.000000
551,0.041667
552,0.166667
553,0.142857
554,0.000000
555,0.047619
556,0.000000
557,0.000000
558,0.000000
559,0.037037
56,0.051587
560,0.071429
561,1.000000
562,1.000000
563,1.000000
564,0.062500
565,0.500000
566,0.000000
567,1.000000
568,0.225000
569,0.333333
57,0.000000
570,0.250000
571,1.000000
572,0.111111
573,0.111111
574,0.090909
575,0.000000
576,0.000000
577,1.000000
578,0.023810
579,0.100000
58,0.000000
580,0.000000
581,0.000000
582,0.037037
583,0.090909
584,1.000000
585,1.000000
586,0.500000
587,1.000000
588,1.000000
589,1.000000
59,0.000000
590,0.020000
591,0.142857
592,0.250000
593,0.142857
594,0.500000
595,0.000000
596,0.200000
6,0.083333
60,0.000000
61,0.000000
62,0.000000
63,0.000000
64,1.000000
65,0.000000
66,0.200000
67,0.000000
68,0.525641
69,0.050000
7,1.000000
70,0.000000
71,0.045455
72,0.333333
73,0.111111
74,0.500000
75,0.000000
76,0.111111
77,0.500000
78,0.000000
79,0.000000
8,0.030303
80,0.083333
81,1.000000
82,0.040000
83,0.043478
84,0.000000
85,1.000000
86,0.166667
87,0.058824
88,0.024390
89,0.500000
9,0.000000
90,0.333333
91,0.333333
92,0.000000
93,0.056619
94,0.142857
95,0.166667
96,0.163810
97,0.000000
98,1.000000
99,0.111111
