qid,map
264,0.022727
265,0.000000
266,1.000000
267,0.500000
268,0.083333
269,0.000000
27,1.000000
270,0.100000
271,0.000000
272,0.000000
273,0.000000
274,1.000000
275,0.500000
276,0.083333
277,0.071429
278,0.000000
279,0.250000
28,0.200000
280,0.083333
281,0.076923
282,0.083333
283,1.000000
284,0.333333
285,0.000000
286,1.000000
287,0.500000
288,0.035714
289,0.029412
29,0.076923
290,0.050000
291,0.333333
292,0.000000
293,0.090909
294,0.066667
295,0.500000
296,0.000000
297,0.000000
298,0.052632
299,0.000000
3,0.000000
30,0.000000
300,0.000000
301,0.000000
302,0.000000
303,0.000000
304,0.000000
305,0.090909
306,0.000000
307,0.071429
308,0.000000
309,0.020000
31,0.500000
310,0.000000
311,0.000000
312,0.000000
313,1.000000
314,0.000000
315,0.000000
316,0.142857
317,0.030303
318,0.000000
319,0.000000
32,0.500000
320,0.000000
321,0.000000
322,0.142857
323,0.000000
324,0.000000
325,0.000000
326,0.000000
327,0.058824
328,0.012500
329,0.000000
33,0.166667
330,1.000000
331,0.000000
332,0.033333
333,0.000000
334,0.000000
335,0.000000
336,0.000000
337,0.000000
338,0.500000
339,0.083333
34,0.000000
340,0.000000
341,0.000000
342,0.000000
343,0.000000
344,0.000000
345,1.000000
346,0.000000
347,0.000000
348,0.000000
349,0.066667
35,0.000000
350,0.000000
351,0.200000
352,0.000000
353,0.000000
354,0.000000
355,1.000000
356,0.000000
357,0.250000
358,0.500000
359,0.333333
36,0.000000
360,0.000000
361,1.000000
362,0.000000
363,0.000000
364,0.000000
365,0.500000
366,0.000000
367,0.076923
368,0.250000
369,0.000000
37,0.000000
370,0.142857
371,0.000000
372,0.000000
373,0.333333
374,0.200000
375,0.000000
376,1.000000
377,0.058824
378,0.000000
379,0.125000
38,0.027778
380,0.000000
381,0.000000
382,0.000000
383,0.000000
384,0.000000
385,0.000000
386,0.125000
387,0.083333
388,1.000000
389,0.000000
39,0.000000
390,0.000000
391,0.500000
392,0.052632
393,0.000000
394,0.000000
395,0.000000
396,1.000000
397,0.000000
398,0.034483
399,0.032258
4,0.000000
40,0.000000
400,0.100000
401,0.000000
402,0.025000
403,0.000000
404,0.000000
405,0.076923
406,0.125000
407,0.333333
408,0.000000
409,0.000000
41,0.000000
410,0.083333
411,0.000000
412,0.023810
413,0.500000
414,0.000000
415,0.100000
416,0.000000
417,0.100000
418,1.000000
419,0.000000
42,0.625000
420,0.142857
421,0.250000
422,0.000000
423,0.027778
424,0.200000
425,1.000000
426,0.000000
427,0.000000
428,0.333333
429,0.027027
43,0.000000
430,0.333333
431,0.025000
432,0.000000
433,0.000000
434,0.333333
435,0.500000
436,0.000000
437,0.166667
438,1.000000
439,0.200000
44,0.000000
440,0.125000
441,1.000000
442,0.250000
443,1.000000
444,0.000000
445,0.000000
446,0.333333
447,0.028571
448,1.000000
449,0.000000
45,0.090909
450,0.055556
451,0.000000
452,0.111111
453,0.111111
454,0.000000
455,1.000000
456,0.500000
457,1.000000
458,0.066667
459,0.025641
46,0.058824
460,0.076923
461,0.500000
462,0.500000
463,0.125000
464,0.250000
465,0.021739
466,0.000000
467,0.000000
468,0.000000
469,0.333333
47,0.000000
470,0.022222
471,0.027778
472,0.000000
473,0.000000
474,0.250000
475,0.000000
476,0.500000
477,0.035714
478,0.045455
479,0.000000
48,0.047619
480,0.000000
481,1.000000
482,0.000000
483,0.333333
484,0.000000
485,0.071429
486,1.000000
487,0.000000
488,0.043478
489,0.000000
49,0.000000
490,0.250000
491,1.000000
492,0.333333
493,0.052632
494,0.025000
495,0.000000
496,0.000000
497,0.125000
498,0.076923
499,0.166667
5,0.043478
50,0.200000
500,1.000000
501,0.000000
502,0.000000
503,1.000000
504,0.000000
505,0.076923
506,0.000000
507,0.000000
508,0.500000
509,0.000000
51,0.000000
510,0.000000
511,0.000000
512,0.000000
513,1.000000
514,0.000000
515,0.000000
